%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 14 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 4.3641316637632636e-06
%.kernel.kernels[0].lengthscales: [4.13160447e+02 2.24585695e+04 1.10353569e+04 2.67031700e+03 3.05050898e+02 8.39384968e+02 1.23834292e+03 6.71884050e+03 1.25873608e+04 1.65944071e-03 1.11855117e+03 1.11012230e+03 2.32240972e+04 2.18262978e+04 4.01639348e-02 6.65786102e+01 2.96995688e+02 6.60301091e+01 3.06940999e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.10891258332189285
%.likelihood.variance: 2.2524824624632664
%loglikelihood: -1717.5707773762842
%RMSE:1.809
%Pearson_correlation_coefficient:0.610,P-value:0.000
%Spearman_correlation_coefficient:0.642,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,-0.2015,0.0459,-0.0305,0.1011,0.3653,-0.648,-0.7463,-0.0403,1.0065,0.5976,0.6198,0.7381,-0.7775,0.938,-0.0158,0.4052,0.8427,0.3174,-0.8025,0.2299,1.6403,-0.6509,1.4836
1a30,-1.4996,0.0528,-2.1305,-0.0948,-0.358,-1.8692,-0.4269,3.1848,-1.2383,0.0164,0.2104,0.4293,-0.272,0.9666,0.1752,0.89,1.4201,0.8275,-0.8025,0.654,-0.3213,-0.6509,-0.718
1a69,-0.8843,0.0158,-1.1305,-0.3299,-0.62,-0.7524,-1.2193,-0.5038,-0.5371,-0.0364,-0.175,-0.0986,0.3822,-0.723,-0.0455,-1.2769,0.1957,0.0623,-0.2011,0.2299,-0.8966,-0.4248,0.0159
1abf,-1.4934,0.0228,-1.0105,-1.0267,-1.2914,-0.7506,-0.928,0.3816,-1.2383,-0.8553,0.7491,-1.886,1.579,-0.7874,0.0634,-1.08,0.2034,0.0623,-0.8025,-0.6182,-0.8966,-0.6509,-0.718
1ai5,-1.5672,0.0243,-2.7105,-0.9519,-1.1633,-0.1338,-0.9828,0.388,0.0118,-1.0666,-0.9153,-0.7297,0.3078,0.9627,-0.8516,0.0243,-0.6872,-0.7029,-0.8025,-0.6182,-0.3892,-0.6509,-0.718
1ajp,-1.5644,0.0157,-4.2005,-1.0829,-1.2221,-0.2811,-0.4487,0.3568,-0.4951,-1.1459,-0.8598,-0.7031,0.4565,0.9627,-1.0127,-0.2881,-0.0914,-0.1927,-0.8025,-0.8303,-0.8966,-0.4248,-0.718
1ajq,-1.5601,0.0136,-2.1205,-1.3708,-1.3721,-0.0884,-0.7348,0.0517,-0.5381,-1.1987,-0.5502,-0.8449,1.1107,0.9624,-0.8112,-0.3209,-0.6872,-0.7029,-0.8025,-1.2544,-0.6429,-0.6509,-0.718
1apw,0.5710,0.1087,1.5695,0.5461,0.5484,0.3701,0.0538,4.5891,-1.2383,0.5447,1.0829,1.7455,0.0179,-0.8255,-0.2224,1.6601,0.2719,0.0623,-0.8025,0.2299,1.4048,-0.6509,-0.718
1avn,-1.6597,0.0320,-2.5305,-1.9147,-1.2965,-0.3392,-1.2193,0.1392,-0.6683,-1.9912,-0.9877,-2.0133,1.1107,-1.115,-0.8285,-0.2721,-0.6413,-1.213,-0.2011,-1.0423,-0.8966,-0.4248,0.7497
1ax0,-1.4275,0.0175,-3.3005,-1.0502,-1.0652,-1.0126,-1.2193,0.5063,-1.2383,-0.9081,0.2119,-0.1672,1.185,-0.723,-0.4556,-0.7518,0.513,0.3174,-0.8025,-0.1942,-0.8966,-0.4248,0.0159
