%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 13 iterations, b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
%.kernel.kernels[0].variance: 4.25564259241481e-06
%.kernel.kernels[0].lengthscales: [4.13160447e+02 2.24585695e+04 1.10353569e+04 2.67031700e+03 3.05050898e+02 8.39384968e+02 1.23834292e+03 6.71884050e+03 1.25873608e+04 1.65943949e-03 1.11855117e+03 1.11012230e+03 2.32240972e+04 2.18262978e+04 4.01639348e-02 6.65786102e+01 2.96995688e+02 6.60301091e+01 3.06940999e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.066801032722739
%.likelihood.variance: 2.246491921762407
%loglikelihood: -284.96372139412443
%RMSE:1.887
%Pearson_correlation_coefficient:0.559,P-value:0.000
%Spearman_correlation_coefficient:0.598,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,-0.1088,0.1888,-0.3047,-0.0672,0.1607,-0.5801,-0.7663,-0.0255,0.8611,0.4716,0.4764,0.5919,-0.5824,0.8913,0.0101,0.2815,0.6657,0.2827,-0.8809,0.1303,1.1671,-0.5858,1.6309
1a30,-2.2243,0.2743,-2.4047,-0.2529,-0.4686,-1.7638,-0.433,3.773,-1.2528,-0.0978,0.0917,0.3018,-0.1179,0.9175,0.2412,0.7453,1.1935,0.8031,-0.8809,0.546,-0.4134,-0.5858,-0.6916
1a69,-0.7292,0.0689,-1.4047,-0.4758,-0.6966,-0.6813,-1.2598,-0.5714,-0.5925,-0.1496,-0.2704,-0.1944,0.4832,-0.6271,-0.0258,-1.3276,0.0742,0.0225,-0.2147,0.1303,-0.877,-0.3715,0.0826
1abf,-1.5274,0.1051,-1.2847,-1.1365,-1.2808,-0.6796,-0.9559,0.4714,-1.2528,-0.952,0.5979,-1.8743,1.5831,-0.6859,0.106,-1.1392,0.0813,0.0225,-0.8809,-0.7012,-0.877,-0.5858,-0.6916
1ai5,-1.6763,0.0882,-2.9847,-1.0655,-1.1693,-0.0817,-1.0131,0.4789,-0.0756,-1.159,-0.966,-0.7876,0.4149,0.9139,-1.0011,-0.0829,-0.7328,-0.758,-0.8809,-0.7012,-0.4682,-0.5858,-0.6916
1ajp,-1.5736,0.0675,-4.4747,-1.1898,-1.2205,-0.2245,-0.4557,0.4421,-0.5529,-1.2367,-0.9138,-0.7626,0.5515,0.9139,-1.1961,-0.3817,-0.1881,-0.2376,-0.8809,-0.9091,-0.877,-0.3715,-0.6916
1ajq,-1.5981,0.0669,-2.3947,-1.4628,-1.3511,-0.0377,-0.7542,0.0829,-0.5935,-1.2885,-0.6229,-0.8958,1.1527,0.9136,-0.9523,-0.4131,-0.7328,-0.758,-0.8809,-1.3249,-0.6726,-0.5858,-0.6916
1apw,-1.3608,0.6636,1.2953,0.3547,0.3201,0.4067,0.0686,5.427,-1.2528,0.4198,0.9115,1.5387,0.1485,-0.7208,-0.2398,1.4819,0.144,0.0225,-0.8809,0.1303,0.9773,-0.5858,-0.6916
1avn,-1.4112,0.1269,-2.8047,-1.9784,-1.2852,-0.2809,-1.2598,0.1859,-0.716,-2.0649,-1.0339,-1.994,1.1527,-0.9854,-0.9732,-0.3664,-0.6908,-1.2783,-0.2147,-1.117,-0.877,-0.3715,0.8567
1ax0,-1.4898,0.0799,-3.5747,-1.1587,-1.084,-0.9335,-1.2598,0.6183,-1.2528,-1.0037,0.0932,-0.2589,1.221,-0.6271,-0.522,-0.8253,0.3643,0.2827,-0.8809,-0.2855,-0.877,-0.3715,0.0826
1axz,-1.7678,0.0967,-3.5047,-1.4026,-1.2768,-0.9748,-1.2598,0.4873,-1.2528,-1.159,0.0546,-1.8583,1.5557,-0.6271,-0.8075,-1.3276,0.3536,0.2827,-0.8809,-0.4934,-0.877,-0.3715,-0.6916
1b11,-0.1723,0.0962,0.6853,0.0212,0.2925,0.5718,0.0818,-0.0264,0.8611,-0.719,0.2225,0.7267,-0.5961,-0.123,-0.2756,-0.574,0.1134,0.0225,-0.24,-0.0776,1.6306,-0.5858,-0.6916
1b39,-0.3292,0.3553,0.2153,0.541,-0.0342,-0.0138,-1.2598,-0.699,-0.8804,0.7563,0.66,-0.2231,0.2646,1.293,1.9486,-1.3276,-0.1585,2.104,3.5584,2.0012,-0.877,-0.3715,-0.6916
1b7h,0.2119,0.5159,1.3153,0.5845,-0.0183,-1.1034,0.4363,4.4698,-1.2528,1.1187,1.5643,0.6357,0.5515,0.8951,1.142,0.2831,0.7469,-0.2376,-0.8809,0.1303,-0.214,4.5581,0.0826
