%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 13 iterations, b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
%.kernel.kernels[0].variance: 4.258109540749545e-06
%.kernel.kernels[0].lengthscales: [4.13160447e+02 2.24585695e+04 1.10353569e+04 2.67031700e+03 3.05050898e+02 8.39384968e+02 1.23834292e+03 6.71884050e+03 1.25873608e+04 1.65943946e-03 1.11855117e+03 1.11012230e+03 2.32240972e+04 2.18262978e+04 4.01639348e-02 6.65786102e+01 2.96995688e+02 6.60301091e+01 3.06940999e-05 2.70215813e+04]
%.kernel.kernels[1].variance: 0.07460765087431251
%.likelihood.variance: 2.3444610934866534
%loglikelihood: -383.2476363233452
%RMSE:1.892
%Pearson_correlation_coefficient:0.555,P-value:0.000
%Spearman_correlation_coefficient:0.565,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4,cc_N.N_4
10gs,0.0560,0.1671,0.1035,0.0887,0.3019,-0.7944,-0.7037,0.0927,0.9521,0.5442,0.4378,0.6857,-0.8172,0.9988,-0.0641,0.4237,1.0232,0.2502,-0.8006,0.149,1.5329,-0.6981,1.3127
1a30,-2.3754,0.2434,-1.9966,-0.1106,-0.3974,-2.2167,-0.3933,3.8838,-1.2298,-0.0342,0.0848,0.3927,-0.2764,1.0282,0.0199,0.8791,1.6837,0.7556,-0.8006,0.5687,-0.3438,-0.6981,-0.7654
1a69,-0.6477,0.0640,-0.9966,-0.3498,-0.6506,-0.916,-1.1636,-0.4522,-0.5483,-0.0868,-0.2474,-0.1083,0.4235,-0.7103,-0.0771,-1.156,0.2832,-0.0025,-0.2735,0.149,-0.8943,-0.4743,-0.0727
1abf,-2.3822,0.0985,-0.8765,-1.0588,-1.2997,-0.914,-0.8804,0.5886,-1.2298,-0.9018,0.5493,-1.8045,1.704,-0.7765,-0.0293,-0.9711,0.2919,-0.0025,-0.8006,-0.6904,-0.8943,-0.6981,-0.7654
1ai5,-1.6163,0.0838,-2.5765,-0.9827,-1.1759,-0.1956,-0.9337,0.5961,-0.0147,-1.1122,-0.8857,-0.7072,0.344,1.0242,-0.4316,0.066,-0.7267,-0.7606,-0.8006,-0.6904,-0.4089,-0.6981,-0.7654
1ajp,-1.6402,0.0589,-4.0665,-1.116,-1.2327,-0.3671,-0.4145,0.5594,-0.5074,-1.191,-0.8378,-0.682,0.5031,1.0242,-0.5025,-0.2273,-0.0452,-0.2552,-0.8006,-0.9003,-0.8943,-0.4743,-0.7654
1ajq,-1.5604,0.0651,-1.9866,-1.4089,-1.3778,-0.1426,-0.6925,0.2008,-0.5493,-1.2436,-0.5709,-0.8165,1.203,1.0239,-0.4139,-0.2582,-0.7267,-0.7606,-0.8006,-1.32,-0.6516,-0.6981,-0.7654
1apw,-0.1762,0.5083,1.7035,0.5414,0.4789,0.3913,0.074,5.5346,-1.2298,0.4917,0.8371,1.6417,0.0338,-0.8158,-0.155,1.6024,0.3704,-0.0025,-0.8006,0.149,1.3076,-0.6981,-0.7654
1avn,-2.5666,0.1089,-2.3965,-1.9622,-1.3046,-0.4348,-1.1636,0.3037,-0.6757,-2.0324,-0.948,-1.9253,1.203,-1.1136,-0.4215,-0.2123,-0.6741,-1.266,-0.2735,-1.1102,-0.8943,-0.4743,0.62
1ax0,-1.6056,0.0788,-3.1665,-1.0827,-1.081,-1.2191,-1.1636,0.7352,-1.2298,-0.9544,0.0862,-0.1734,1.2825,-0.7103,-0.2575,-0.6629,0.6462,0.2502,-0.8006,-0.2707,-0.8943,-0.4743,-0.0727
